,course_name,instructor,reviews_avg,reviews_count,course_duration,lectures_count,level,price_after_discount,main_price,students_count
1560,GraphQL API with Java Spring Boot & Spring Framework,Infybuzz Learning,4.2,822.0,5 total hours,65 lectures,All Levels,269.99,319.99,"5,227 students"
1561,Modern Reinforcement Learning: Deep Q Learning in PyTorch,Phil Tabor,4.4,822.0,5.5 total hours,41 lectures,Intermediate,269.99,1299.99,"4,190 students"
1562,"Install NGINX, PHP, MySQL, SSL & WordPress on Ubuntu",YouAccel Training,4.6,822.0,1.5 total hours,25 lectures,All Levels,269.99,819.99,"137,471 students"
1563,Python 3 Programming: Beginner to Pro Masterclass,"Dr. Ryan Ahmed, Ph.D., MBA, Mitchell Bouchard, Ligency I Team, Ligency Team",4.2,821.0,22.5 total hours,141 lectures,Beginner,269.99,1299.99,"4,856 students"
1564,Create a Battle Royale game using Unreal Engine 4 Blueprints,Reuben Ward,4.4,820.0,8 total hours,21 lectures,Beginner,319.99,1399.99,"4,071 students"
1565,HMI Programming & Design - FactoryTalk View ME SCADA PLC,Vladimir Romanov,4.3,818.0,7 total hours,35 lectures,All Levels,269.99,849.99,"4,724 students"
1566,Beat the Codility Coding Interview in Java,James Cutajar,4.5,816.0,6.5 total hours,93 lectures,All Levels,199.99,229.99,"3,349 students"
1567,Introduction to the MongoDB,"Bogdan Stashchuk | Software Engineer, MBA, PhD",4.3,816.0,1.5 total hours,41 lectures,Beginner,229.99,849.99,"14,012 students"
1568,SAP ABAP on HANA +HANA Modelling for Beginners with Hands-On,Vishal Saxena,4.3,816.0,4.5 total hours,12 lectures,All Levels,229.99,819.99,"4,285 students"
1569,Web Development | HTML | CSS | JavaScript | jQuery | NodeJS,Web University by Harsha Vardhan,4.7,815.0,62.5 total hours,594 lectures,All Levels,199.99,229.99,"3,434 students"
1570,Professional Java Developer Career Starter: Java Foundations,Terry Martin,4.7,814.0,88 total hours,258 lectures,Beginner,229.99,719.99,"4,970 students"
1571,React Redux Ecommerce - Master MERN Stack Web Development,Ryan Dhungel,4.3,813.0,43 total hours,252 lectures,All Levels,269.99,1299.99,"5,410 students"
1572,iPhone App Programming for Noobs - UPDATED iOS 9 Swift 2,"Nick Walter, Jenna Miller",3.8,813.0,26.5 total hours,230 lectures,All Levels,229.99,1199.99,"6,990 students"
1573,Oracle Fusion Technical-Business Intelligence & OTBI Reports,Ravinder Reddy Guduru,4.2,812.0,19 total hours,75 lectures,Intermediate,229.99,1199.99,"4,889 students"
1574,The Complete Android App Development Masterclass: Build Apps,"Meisam Mansourzadeh, Joe Parys",4.5,812.0,39.5 total hours,116 lectures,All Levels,319.99,1599.99,"41,569 students"
1575,The Complete Bootstrap Masterclass Course - Build 4 Projects,"Joe Parys, Shahzaib Kamal, Joe Parys Support",4.4,811.0,7 total hours,67 lectures,All Levels,269.99,1399.99,"49,082 students"
1576,Logistic Regression in Python,Start-Tech Academy,4.6,808.0,7.5 total hours,83 lectures,All Levels,199.99,229.99,"98,689 students"
1577,*UPDATED* DOM 2022 Build Dynamic Websites JavaScript Part 1,Clyde Matthew,4.9,807.0,5.5 total hours,106 lectures,All Levels,269.99,1399.99,"3,698 students"
1578,Stored Procedures Unpacked: Learn to Code T-SQL Stored Procs,Kris Wenzel,4.4,807.0,5 total hours,45 lectures,All Levels,229.99,719.99,"4,053 students"
1579,The Complete Java Game Development Course for 2022,"Martin Yanev, Plamen Yanev",4.5,806.0,8 total hours,59 lectures,All Levels,269.99,1299.99,"100,898 students"
1580,Learn jQuery - For Beginners,YouAccel Training,4.4,806.0,1.5 total hours,40 lectures,Beginner,269.99,719.99,"142,975 students"
1581,SQL Server Administration: (SQL Server Integration Services),Raphael Asghar,4.1,806.0,5.5 total hours,29 lectures,Beginner,199.99,229.99,"4,875 students"
1582,JavaScript Complete Beginners Course For Web Development,Funky Programmer,3.8,805.0,12.5 total hours,98 lectures,Beginner,229.99,719.99,"84,720 students"
1583,The Full Stack Web Development Bootcamp 2022,Darragh O'Neill,4.6,805.0,31.5 total hours,255 lectures,All Levels,229.99,1199.99,"12,230 students"
1584,Computer Programming for Beginners,Robert Gioia,4.4,804.0,2 total hours,32 lectures,Beginner,269.99,419.99,"2,419 students"
1585,"Complete Vue.js 3  (Inc. Composition API, Vue Router, Vuex)",Lachlan Miller,4.5,804.0,5.5 total hours,85 lectures,Beginner,349.99,765.8469641367806,"14,866 students"
1586,Develop Full iOS Instagram Clone App in Swift & Xcode,Akhmed Idigov,3.5,804.0,20 total hours,118 lectures,All Levels,269.99,1399.99,"3,881 students"
1587,Software Testing : Learn Manual/QA Testing + ISTQB CTFL Help,"Engineering Mentor, Pratibha B.",3.9,803.0,6.5 total hours,60 lectures,All Levels,229.99,719.99,"4,897 students"
1588,Spring Framework DevOps on AWS,"John Thompson • 433,000+ Enrollments Worldwide, Spring Ahead Code Academy",4.6,802.0,7 total hours,82 lectures,Intermediate,269.99,719.99,"9,765 students"
1589,The Complete WordPress Theme Development Course,"Alexander Oni, Lab",4.6,798.0,12.5 total hours,156 lectures,Expert,269.99,1299.99,"6,062 students"
1590,"ES6, ES7 & ES8, TIME to update your JavaScript / ECMAScript!",Robert Bunch,4.5,796.0,13 total hours,60 lectures,All Levels,269.99,529.99,"5,213 students"
1591,Data Visualize Data with D3.js The Easy Way,Infinite Skills,4.1,795.0,4 total hours,50 lectures,All Levels,269.99,479.99,"5,060 students"
1592,Mendix : Low-code Application Development Course,Tarik Subaşı,4.5,794.0,6.5 total hours,87 lectures,Beginner,199.99,229.99,"5,209 students"
1593,The Complete SQL Course 2022 - Learn by Doing - SQL Server,Daniel Tait,4.6,794.0,12.5 total hours,111 lectures,All Levels,229.99,779.99,"3,088 students"
1594,The Ultimate MySQL Crash Course 2022,Web Coding,4.2,792.0,2.5 total hours,22 lectures,Beginner,199.99,229.99,"100,866 students"
1595,Ultimate ASP.NET Core Web API Development Guide,Trevoir Williams,4.6,792.0,10 total hours,69 lectures,All Levels,269.99,849.99,"5,486 students"
1596,Introduction to JavaScript Object Notation (JSON),Marie Taylor,4.3,790.0,1.5 total hours,20 lectures,All Levels,199.99,229.99,"4,916 students"
1597,Get Expertise in Database Testing(SQL) + Linux for Testers,Automation World,4.5,790.0,18.5 total hours,178 lectures,All Levels,269.99,779.99,"5,139 students"
1598,Dart Course for Beginners,Rahul From Spizen Studio,4.0,790.0,3 total hours,20 lectures,All Levels,199.99,229.99,"16,462 students"
1599,LeetCode in Java: Algorithms Coding Interview Questions,Md. A. Barik,4.3,790.0,40.5 total hours,161 lectures,All Levels,229.99,799.99,"74,770 students"
1600,iOS 11 and Xcode 9 - Complete Swift 4 & Objective-C Course,Aaron Caines,4.6,789.0,59 total hours,246 lectures,Beginner,269.99,1299.99,"4,738 students"
1601,Elementor - Build Amazing WordPress Pages With Elementor,"Alexander Oni, Iulian Stanescu",4.8,787.0,8.5 total hours,81 lectures,All Levels,319.99,719.99,"3,785 students"
1602,"REST API Automation:REST Assured,Serenity BDD Framework",Tejasvi Hegde,4.1,786.0,5.5 total hours,39 lectures,All Levels,319.99,1399.99,"5,526 students"
1603,Python Programming Complete Beginners Course Bootcamp 2022,Dmitry Yedunov,4.6,786.0,15.5 total hours,76 lectures,Beginner,199.99,229.99,"57,540 students"
1604,Katalon Studio Beginners - Hands-on Training,Raghav Pal,4.6,786.0,17.5 total hours,71 lectures,All Levels,269.99,579.99,"3,342 students"
1605,Build a Python REST API with the Django Rest Framework,Justin Mitchel,4.1,785.0,10 total hours,66 lectures,Intermediate,229.99,1199.99,"3,144 students"
1606,Data Science : Master Machine Learning Without Coding,Ram Prasad,4.5,785.0,2.5 total hours,63 lectures,Beginner,319.99,779.99,"5,637 students"
1607,Learn SAP® BTP,UI5 Community Network,4.5,785.0,5 total hours,54 lectures,All Levels,269.99,1299.99,"3,693 students"
1608,React JS + Angular + Rails 5 Bootcamp,Jordan Hudgens,4.6,783.0,13.5 total hours,80 lectures,Intermediate,269.99,849.99,"4,648 students"
1609,Create a Netflix clone from Scratch: JavaScript PHP + MySQL,Reece Kenney,4.8,783.0,11.5 total hours,142 lectures,All Levels,269.99,479.99,"4,597 students"
1610,"The Data Visualization Course: Excel, Tableau, Python, R",365 Careers,4.5,782.0,9 total hours,115 lectures,All Levels,269.99,1399.99,"7,663 students"
1611,Docker for beginners,Samarth Deyagond,4.1,782.0,1.5 total hours,16 lectures,Beginner,319.99,765.8469641367806,"18,998 students"
1612,AJAX : Let's build a COOL project,"Edwin Diaz, Coding Faculty Solutions",4.8,782.0,3.5 total hours,38 lectures,All Levels,229.99,579.99,"6,760 students"
1613,Python Game Development™ : Build 11 Total Games,Sachin Kafle,3.5,780.0,33.5 total hours,174 lectures,Beginner,269.99,1299.99,"13,108 students"
1614,Data Visualization in Python Masterclass™: Beginners to Pro,Laxmi Kant,4.8,779.0,22 total hours,225 lectures,All Levels,199.99,229.99,"27,259 students"
1615,MERN Stack with Blog Project,Tech Academy,4.0,779.0,4.5 total hours,50 lectures,All Levels,229.99,269.99,"84,592 students"
1616,Master HTML in 60 mins,Sneha Almeida,3.8,779.0,1 total hour,11 lectures,Beginner,269.99,319.99,"20,322 students"
1617,Mastering SQL Server 2016 Integration Services (SSIS)-Part 2,Kameswara Sarma Uppuluri,4.4,778.0,13 total hours,87 lectures,All Levels,269.99,479.99,"4,748 students"
1618,Rest API Automation With Rest Assured - Novice To Ninja,Lets Kode It,3.8,778.0,14 total hours,103 lectures,All Levels,269.99,1299.99,"4,075 students"
1619,SEO Training Academy: Learn Search Engine Optimization,Robert Kanaat,4.2,778.0,9 total hours,71 lectures,All Levels,229.99,1199.99,"13,812 students"
1620,Build Multiplayer Games With Unity And Photon ( PUN 2),"Tevfik Ufuk DEMİRBAŞ, IRONHEAD Games",4.6,778.0,11 total hours,87 lectures,Intermediate,319.99,1599.99,"4,134 students"
1621,Learn Azure step by step.,Shivprasad Koirala,4.5,777.0,11.5 total hours,16 lectures,Beginner,199.99,229.99,"8,593 students"
1622,C# Console and Windows Forms Development w/ Entity Framework,"Trevoir Williams, Learn IT University, Andrii Piatakha",4.5,775.0,15.5 total hours,54 lectures,Beginner,319.99,1599.99,"96,800 students"
1623,Modern Artificial Intelligence with Zero Coding,"Dr. Ryan Ahmed, Ph.D., MBA, Ligency Team, Ligency I Team, Mitchell Bouchard",4.6,775.0,9.5 total hours,69 lectures,Beginner,319.99,1399.99,"7,456 students"
1624,Boost Your C# With Structural And Creational Design Patterns,Mark Farragher,4.8,774.0,4 total hours,22 lectures,All Levels,269.99,749.99,"6,354 students"
1625,Learn Test Driven Development in Java,Fluent Software Solutions,4.4,774.0,3 total hours,36 lectures,All Levels,269.99,479.99,"4,817 students"
1626,Flutter - Advanced Course,Bryan Cairns,3.6,773.0,5 total hours,33 lectures,Expert,229.99,269.99,"95,827 students"
1627,Laravel 8 - Build Advance Ecommerce Project A-Z,"Kazi Ariyan, easy Learning",4.5,773.0,99 total hours,473 lectures,All Levels,319.99,1199.99,"3,567 students"
1628,Salesforce Development & Administration for Beginners,Aslam Tayyab,4.4,772.0,10.5 total hours,37 lectures,All Levels,269.99,679.99,"5,217 students"
1629,CDI/CD with TeamCity From Beginner to Advanced,Aref Karimi,4.3,772.0,7 total hours,41 lectures,All Levels,269.99,779.99,"6,333 students"
1630,VB.NET  with VS 2017 and Windows Forms,T O,4.7,772.0,13 total hours,86 lectures,All Levels,269.99,719.99,"4,511 students"
1631,Make an E-Commerce Website with Blazor WebAssembly in .NET 6,Patrick God,4.6,772.0,17.5 total hours,198 lectures,Intermediate,229.99,1199.99,"4,187 students"
1632,Unity 2D Game Developer Course Farming RPG,Rob Ager,4.5,771.0,44.5 total hours,99 lectures,Intermediate,269.99,649.99,"7,405 students"
1633,Machine Learning Real World projects in Python,Shan Singh,4.5,771.0,13 total hours,74 lectures,All Levels,269.99,319.99,"74,137 students"
1634,Learn to Program with Java for Complete Beginners - Part 1,Learn by the Byte,4.3,768.0,7.5 total hours,85 lectures,Beginner,269.99,679.99,"3,168 students"
1635,"Angry Birds, Crossy Road & more: Game Development in Swift 4","Timothy Meixner, Johannes Ruof",4.2,767.0,15.5 total hours,106 lectures,All Levels,319.99,1399.99,"5,116 students"
1636,PostgreSQL High Performance Tuning Guide,Lucian Oprea,4.1,766.0,2.5 total hours,51 lectures,Intermediate,319.99,479.99,"4,591 students"
1637,Ultimate AngularJS: Build a Real-World App from Scratch,"Ryan Chenkie, Code College",4.5,765.0,5.5 total hours,49 lectures,All Levels,269.99,719.99,"3,474 students"
1638,Linux Shell Course for Beginners - Lite,EDUmobile Academy,4.4,765.0,31 total mins,7 lectures,All Levels,199.99,229.99,"4,085 students"
1639,The Complete Python 3 Masterclass - From Beginner To Pro,"Denis Panjuta, Tutorials.eu by Denis Panjuta",4.4,764.0,27.5 total hours,279 lectures,All Levels,319.99,1399.99,"3,342 students"
1640,Python Developer | Complete course 2021,Jonathan Roux | CodeWithJonathan | Python - Django - iOS - Android - Kivy,4.6,762.0,27.5 total hours,389 lectures,All Levels,349.99,1699.99,"3,365 students"
1641,HTML5 Specialist: Comprehensive HTML5 Training,Dollar Design School,4.2,762.0,5 total hours,83 lectures,All Levels,269.99,719.99,"3,676 students"
1642,"Complete E-Commerce Course - Java,Spring,Hibernate and MySQL",Le Deng,4.2,761.0,20 total hours,83 lectures,All Levels,269.99,1399.99,"3,984 students"
1643,The Complete Quantum Computing Course,"Codestars • over 2 million students worldwide!, Atil Samancioglu",4.5,761.0,15.5 total hours,110 lectures,All Levels,269.99,1399.99,"6,430 students"
1644,Implement Adobe Analytics - The Ultimate Student Guide,Jasvinder Singh Bhatia,4.2,761.0,4 total hours,40 lectures,All Levels,199.99,229.99,"4,084 students"
1645,Complete Data Analysis with Pandas : Hands-on Pandas Python,"Ankit Mistry, Data Science & Machine Learning Academy",4.7,760.0,17 total hours,150 lectures,All Levels,229.99,1199.99,"12,866 students"
1646,Mobile Testing Masterclass (2022) From The Beginning,"Ozan Ilhan, Software Testing House By Ozan Ilhan",4.2,759.0,3 total hours,46 lectures,All Levels,199.99,229.99,"4,705 students"
1647,Beginner HTML and CSS,Caleb Curry,3.8,759.0,5.5 total hours,45 lectures,Beginner,269.99,519.99,"21,079 students"
1648,Android Multithreading Masterclass,Vasiliy Zukanov,4.7,759.0,11.5 total hours,82 lectures,Beginner,229.99,1199.99,"4,678 students"
1649,Learn Multithreading in C++,John Purcell,4.5,759.0,3.5 total hours,29 lectures,Intermediate,229.99,269.99,"3,291 students"
1650,AJAX Development,"Dollar Design School, Mark Lassoff",4.8,757.0,3 total hours,23 lectures,All Levels,199.99,229.99,"10,894 students"
1651,Pattern Detection with Python Regular Expressions (Regex),Chandra Lingam,4.6,756.0,3.5 total hours,75 lectures,All Levels,229.99,719.99,"6,777 students"
1652,JavaScript Design Patterns: 20 Patterns for Expert Code,Packt Publishing,3.5,756.0,3.5 total hours,26 lectures,Expert,269.99,679.99,"6,225 students"
1653,Data Analysis in Python with Pandas,Bill Chambers,4.0,756.0,5 total hours,34 lectures,Intermediate,199.99,229.99,"5,782 students"
1654,What's New in Java 9 - Modules and More!,"Tim Buchalka's Learn Programming Academy, Dr. Frank Mitropoulos",4.1,755.0,7.5 total hours,63 lectures,Intermediate,269.99,479.99,"5,242 students"
1655,Python for Beginners: Complete Python Programming,Phaninder - Python Programming,4.2,754.0,3 total hours,21 lectures,Beginner,229.99,819.99,"21,451 students"
1656,"HTML/CSS Bootcamp - Learn HTML, CSS, Flexbox, and CSS Grid",Jordan Hudgens,4.5,754.0,21 total hours,150 lectures,Beginner,269.99,599.99,"2,833 students"
1657,Clean architecture & SOLID principles for Android in Kotlin,Catalin Stefan,4.4,754.0,3.5 total hours,46 lectures,All Levels,269.99,719.99,"3,178 students"
1658,Learn Symfony 3 framework by practical examples,Wojciech Ciolko,3.9,753.0,4 total hours,48 lectures,All Levels,229.99,779.99,"3,470 students"
1659,The Complete dbt (Data Build Tool) Bootcamp: Zero to Hero,"Zoltan C. Toth, Miklos (Mike) Petridisz",4.6,752.0,5 total hours,80 lectures,All Levels,229.99,479.99,"4,890 students"
1660,Learn Advanced T-SQL For SQL Server Administrator,Raphael Asghar,4.3,750.0,5.5 total hours,34 lectures,Intermediate,199.99,229.99,"4,998 students"
1661,Objective-C Crash Course for Swift Developers,"Mark Wahlbeck, Devslopes by Mark Wahlbeck",4.2,750.0,8.5 total hours,53 lectures,Intermediate,229.99,269.99,"7,705 students"
1662,Introduction to Microservices,"EdYoda Digital University, Ashish Pandey",4.2,750.0,1 total hour,9 lectures,Beginner,199.99,229.99,"83,435 students"
1663,Optimization with Python: Solve Operations Research Problems,Rafael Silva Pinto,4.6,749.0,12.5 total hours,100 lectures,All Levels,269.99,719.99,"4,972 students"
1664,Bootstrap 4 Ultimate Guide,Learn Tech Plus,4.0,749.0,5.5 total hours,85 lectures,All Levels,229.99,1199.99,"149,216 students"
1665,Live Project On ASP.Net Core 2.0 MVC(Formerly ASP.Net MVC 5),Manzoor Ahmed,4.0,749.0,10.5 total hours,44 lectures,Intermediate,269.99,449.99,"5,761 students"
1666,Rust Programming For Beginners,Jayson Lennon,4.7,749.0,11 total hours,97 lectures,Beginner,269.99,679.99,"4,814 students"
1667,Text Mining and Natural Language Processing in R,Minerva Singh,4.6,748.0,9 total hours,84 lectures,All Levels,229.99,1199.99,"5,521 students"
1668,Complete Data Wrangling & Data Visualisation With Python,Minerva Singh,4.4,747.0,6.5 total hours,54 lectures,All Levels,229.99,1199.99,"14,468 students"
1669,The Complete Regular Expressions Course with Exercises 2020,Jazeb Akram,4.6,747.0,5.5 total hours,61 lectures,All Levels,269.99,849.99,"9,697 students"
1670,From 0 to 1 : Spark for Data Science with Python,Loony Corn,4.2,745.0,8.5 total hours,54 lectures,All Levels,269.99,719.99,"7,986 students"
